date_ny,ts_1130_utc,p_1130_raw,ts_1200_utc,p_1200_raw,ts_1530_utc,p_1530_raw,ts_1600_utc,p_1600_raw,date_ts,r5,r13,simple_last_half
2004-11-08,2004-11-08T16:30:00+00:00,432330,2004-11-08T17:00:00+00:00,431959,2004-11-08T20:30:00+00:00,431883,2004-11-08T21:00:00+00:00,431650,2004-11-08 00:00:00+00:00,-0.0008585091856699243,-0.0005396435472747888,-0.0005394979658842614
2004-11-09,2004-11-09T16:30:00+00:00,435180,2004-11-09T17:00:00+00:00,434684,2004-11-09T20:30:00+00:00,435087,2004-11-09T21:00:00+00:00,434580,2004-11-09 00:00:00+00:00,-0.0011404082793523458,-0.0011659636560606972,-0.0011652841845424255
2004-11-10,2004-11-10T16:30:00+00:00,434488,2004-11-10T17:00:00+00:00,434517,2004-11-10T20:30:00+00:00,433378,2004-11-10T21:00:00+00:00,433339,2004-11-10 00:00:00+00:00,6.674299920194317e-05,-8.999477344118724e-05,-8.999072403303998e-05
2004-11-11,2004-11-11T16:30:00+00:00,433917,2004-11-11T17:00:00+00:00,434043,2004-11-11T20:30:00+00:00,434394,2004-11-11T21:00:00+00:00,434128,2004-11-11 00:00:00+00:00,0.00029033596222209613,-0.0006125348772211312,-0.0006123473160311033
2004-11-12,2004-11-12T16:30:00+00:00,437785,2004-11-12T17:00:00+00:00,437366,2004-11-12T20:30:00+00:00,437397,2004-11-12T21:00:00+00:00,437401,2004-11-12 00:00:00+00:00,-0.000957549113273204,9.144968324249271e-06,9.145010139599563e-06
2004-11-15,2004-11-15T16:30:00+00:00,435582,2004-11-15T17:00:00+00:00,435552,2004-11-15T20:30:00+00:00,436397,2004-11-15T21:00:00+00:00,436131,2004-11-15 00:00:00+00:00,-6.88757413023762e-05,-0.0006097225722056793,-0.0006095367291709675
2004-11-16,2004-11-16T16:30:00+00:00,439445,2004-11-16T17:00:00+00:00,438872,2004-11-16T20:30:00+00:00,438620,2004-11-16T21:00:00+00:00,438552,2004-11-16 00:00:00+00:00,-0.0013047682813621725,-0.00015504370895609576,-0.0001550316903013993
2004-11-17,2004-11-17T16:30:00+00:00,443334,2004-11-17T17:00:00+00:00,443999,2004-11-17T20:30:00+00:00,443790,2004-11-17T21:00:00+00:00,444056,2004-11-17 00:00:00+00:00,0.0014988738714786537,0.0005992030328655992,0.0005993825908650052
2004-11-18,2004-11-18T16:30:00+00:00,441032,2004-11-18T17:00:00+00:00,441009,2004-11-18T20:30:00+00:00,442620,2004-11-18T21:00:00+00:00,442634,2004-11-18 00:00:00+00:00,-5.2151770734445344e-05,3.1629340282349314e-05,3.162984049520645e-05
2004-11-19,2004-11-19T16:30:00+00:00,446325,2004-11-19T17:00:00+00:00,446738,2004-11-19T20:30:00+00:00,446414,2004-11-19T21:00:00+00:00,446432,2004-11-19 00:00:00+00:00,0.0009249068194334087,4.032050320536229e-05,4.032131608777689e-05
2004-11-22,2004-11-22T16:30:00+00:00,447123,2004-11-22T17:00:00+00:00,447413,2004-11-22T20:30:00+00:00,448042,2004-11-22T21:00:00+00:00,447876,2004-11-22 00:00:00+00:00,0.0006483808592601868,-0.00037056963226457897,-0.000370500979818833
2004-11-23,2004-11-23T16:30:00+00:00,447859,2004-11-23T17:00:00+00:00,447491,2004-11-23T20:30:00+00:00,446935,2004-11-23T21:00:00+00:00,446851,2004-11-23 00:00:00+00:00,-0.0008220249527497598,-0.0001879644573696634,-0.0001879467931578116
2004-11-24,2004-11-24T16:30:00+00:00,447681,2004-11-24T17:00:00+00:00,448067,2004-11-24T20:30:00+00:00,449312,2004-11-24T21:00:00+00:00,449135,2004-11-24 00:00:00+00:00,0.0008618495913872129,-0.00039401323014021973,-0.0003939356171213104
2004-11-25,2004-11-25T16:30:00+00:00,450355,2004-11-25T17:00:00+00:00,450874,2004-11-25T20:30:00+00:00,450746,2004-11-25T21:00:00+00:00,451069,2004-11-25 00:00:00+00:00,0.0011517606676514681,0.0007163332031777804,0.0007165898310801389
2004-11-26,2004-11-26T16:30:00+00:00,451528,2004-11-26T17:00:00+00:00,451007,2004-11-26T20:30:00+00:00,451057,2004-11-26T21:00:00+00:00,451306,2004-11-26 00:00:00+00:00,-0.0011545259915048103,0.000551884344371346,0.0005520366605551441
2004-11-29,2004-11-29T16:30:00+00:00,452531,2004-11-29T17:00:00+00:00,452043,2004-11-29T20:30:00+00:00,452726,2004-11-29T21:00:00+00:00,453066,2004-11-29 00:00:00+00:00,-0.0010789610299265493,0.0007507242633369563,0.0007510061273263702
2004-11-30,2004-11-30T16:30:00+00:00,448717,2004-11-30T17:00:00+00:00,448199,2004-11-30T20:30:00+00:00,450228,2004-11-30T21:00:00+00:00,450163,2004-11-30 00:00:00+00:00,-0.0011550692764814765,-0.00014438171885970065,-0.00014437129632094425
2004-12-01,2004-12-01T16:30:00+00:00,452868,2004-12-01T17:00:00+00:00,453439,2004-12-01T20:30:00+00:00,452939,2004-12-01T21:00:00+00:00,452981,2004-12-01 00:00:00+00:00,0.0012600588444099724,9.272341935292532e-05,9.272771830204363e-05
2004-12-02,2004-12-02T16:30:00+00:00,448749,2004-12-02T17:00:00+00:00,448954,2004-12-02T20:30:00+00:00,448114,2004-12-02T21:00:00+00:00,447953,2004-12-02 00:00:00+00:00,0.0004567212175150759,-0.00035934813296887745,-0.0003592835751616841
2004-12-03,2004-12-03T16:30:00+00:00,450066,2004-12-03T17:00:00+00:00,450641,2004-12-03T20:30:00+00:00,455701,2004-12-03T21:00:00+00:00,455447,2004-12-03 00:00:00+00:00,0.0012767749736852906,-0.000557538416546198,-0.0005573830208842612
2004-12-06,2004-12-06T16:30:00+00:00,451987,2004-12-06T17:00:00+00:00,452652,2004-12-06T20:30:00+00:00,451977,2004-12-06T21:00:00+00:00,451221,2004-12-06 00:00:00+00:00,0.0014701999798426707,-0.001674051927826043,-0.0016726514844781493
2004-12-07,2004-12-07T16:30:00+00:00,451928,2004-12-07T17:00:00+00:00,451552,2004-12-07T20:30:00+00:00,450361,2004-12-07T21:00:00+00:00,450122,2004-12-07 00:00:00+00:00,-0.0008323372331590339,-0.0005308262468298353,-0.0005306853835034264
2004-12-08,2004-12-08T16:30:00+00:00,435904,2004-12-08T17:00:00+00:00,433917,2004-12-08T20:30:00+00:00,437782,2004-12-08T21:00:00+00:00,438352,2004-12-08 00:00:00+00:00,-0.00456876404759112,0.0013011710090458024,0.0013020178993197185
2004-12-09,2004-12-09T16:30:00+00:00,434657,2004-12-09T17:00:00+00:00,434555,2004-12-09T20:30:00+00:00,436701,2004-12-09T21:00:00+00:00,436970,2004-12-09 00:00:00+00:00,-0.0002346953343216918,0.0006157924630676113,0.0006159821021705092
2004-12-10,2004-12-10T16:30:00+00:00,434413,2004-12-10T17:00:00+00:00,433793,2004-12-10T20:30:00+00:00,433635,2004-12-10T21:00:00+00:00,433165,2004-12-10 00:00:00+00:00,-0.001428232712955591,-0.001084448652656017,-0.0010838608507154346
2004-12-13,2004-12-13T16:30:00+00:00,438842,2004-12-13T17:00:00+00:00,438097,2004-12-13T20:30:00+00:00,438178,2004-12-13T21:00:00+00:00,438318,2004-12-13 00:00:00+00:00,-0.0016990923638458503,0.0003194538279481459,0.00031950485875609225
2004-12-14,2004-12-14T16:30:00+00:00,435351,2004-12-14T17:00:00+00:00,434977,2004-12-14T20:30:00+00:00,434555,2004-12-14T21:00:00+00:00,434305,2004-12-14 00:00:00+00:00,-0.0008594461467888004,-0.0005754667193775903,-0.0005753011701625788
2004-12-15,2004-12-15T16:30:00+00:00,440805,2004-12-15T17:00:00+00:00,439869,2004-12-15T20:30:00+00:00,439141,2004-12-15T21:00:00+00:00,439004,2004-12-15 00:00:00+00:00,-0.0021256454770612805,-0.00031202136574592297,-0.0003119726921421151
2004-12-16,2004-12-16T16:30:00+00:00,437870,2004-12-16T17:00:00+00:00,437642,2004-12-16T20:30:00+00:00,436226,2004-12-16T21:00:00+00:00,436446,2004-12-16 00:00:00+00:00,-0.0005208381042273848,0.0005041986099259963,0.0005043257394103939
2004-12-17,2004-12-17T16:30:00+00:00,437521,2004-12-17T17:00:00+00:00,438456,2004-12-17T20:30:00+00:00,440387,2004-12-17T21:00:00+00:00,440527,2004-12-17 00:00:00+00:00,0.0021347600566722696,0.0003178516885387183,0.00031790220873917363
2004-12-20,2004-12-20T16:30:00+00:00,442762,2004-12-20T17:00:00+00:00,442150,2004-12-20T20:30:00+00:00,441532,2004-12-20T21:00:00+00:00,442052,2004-12-20 00:00:00+00:00,-0.0013831886053613368,0.0011770246179953145,0.0011777175833234121
2004-12-21,2004-12-21T16:30:00+00:00,441068,2004-12-21T17:00:00+00:00,440360,2004-12-21T20:30:00+00:00,440926,2004-12-21T21:00:00+00:00,441000,2004-12-21 00:00:00+00:00,-0.001606484369152586,0.0001678145335859251,0.00016782861523245707
2004-12-22,2004-12-22T16:30:00+00:00,440325,2004-12-22T17:00:00+00:00,439823,2004-12-22T20:30:00+00:00,439762,2004-12-22T21:00:00+00:00,438901,2004-12-22 00:00:00+00:00,-0.0011407173667043603,-0.001959796362376707,-0.001957877215402859
2004-12-23,2004-12-23T16:30:00+00:00,440283,2004-12-23T17:00:00+00:00,440140,2004-12-23T20:30:00+00:00,440487,2004-12-23T21:00:00+00:00,440731,2004-12-23 00:00:00+00:00,-0.0003248438563224643,0.0005537789882541146,0.0005539323521466244
2004-12-24,2004-12-24T16:30:00+00:00,441999,2004-12-24T17:00:00+00:00,441510,2004-12-24T20:30:00+00:00,441360,2004-12-24T21:00:00+00:00,441428,2004-12-24 00:00:00+00:00,-0.0011069497875686657,0.00015405737308278228,0.0001540692405292976
2004-12-27,2004-12-27T16:30:00+00:00,444624,2004-12-27T17:00:00+00:00,444469,2004-12-27T20:30:00+00:00,444297,2004-12-27T21:00:00+00:00,443502,2004-12-27 00:00:00+00:00,-0.00034866994019814364,-0.0017909464022737456,-0.0017893436147441433
2004-12-28,2004-12-28T16:30:00+00:00,442867,2004-12-28T17:00:00+00:00,442812,2004-12-28T20:30:00+00:00,443199,2004-12-28T21:00:00+00:00,442692,2004-12-28 00:00:00+00:00,-0.00012419849645458136,-0.0011446104664188813,-0.0011439556497194747
2004-12-29,2004-12-29T16:30:00+00:00,436578,2004-12-29T17:00:00+00:00,433488,2004-12-29T20:30:00+00:00,435046,2004-12-29T21:00:00+00:00,435280,2004-12-29 00:00:00+00:00,-0.007102939297280545,0.0005377295533822599,0.0005378741558363931
2004-12-30,2004-12-30T16:30:00+00:00,437633,2004-12-30T17:00:00+00:00,436365,2004-12-30T20:30:00+00:00,436496,2004-12-30T21:00:00+00:00,436437,2004-12-30 00:00:00+00:00,-0.0029016105063028345,-0.00013517646850295153,-0.00013516733257579183
2004-12-31,2004-12-31T16:30:00+00:00,437918,2004-12-31T17:00:00+00:00,437918,2004-12-31T20:30:00+00:00,437526,2004-12-31T21:00:00+00:00,437824,2004-12-31 00:00:00+00:00,0.0,0.0006808705352426639,0.0006811023802013594
2005-01-03,2005-01-03T16:30:00+00:00,429069,2005-01-03T17:00:00+00:00,427721,2005-01-03T20:30:00+00:00,428162,2005-01-03T21:00:00+00:00,429099,2005-01-03 00:00:00+00:00,-0.0031466312917857596,0.002186032895792363,0.0021884240077354455
2005-01-04,2005-01-04T16:30:00+00:00,424752,2005-01-04T17:00:00+00:00,424913,2005-01-04T20:30:00+00:00,426055,2005-01-04T21:00:00+00:00,426469,2005-01-04 00:00:00+00:00,0.0003789728938508277,0.0009712337307658564,0.0009717055309761413
2005-01-05,2005-01-05T16:30:00+00:00,427725,2005-01-05T17:00:00+00:00,426693,2005-01-05T20:30:00+00:00,425592,2005-01-05T21:00:00+00:00,425379,2005-01-05 00:00:00+00:00,-0.002415680619682769,-0.0005006046139015714,-0.0005004793323182266
2005-01-06,2005-01-06T16:30:00+00:00,422330,2005-01-06T17:00:00+00:00,421742,2005-01-06T20:30:00+00:00,420812,2005-01-06T21:00:00+00:00,420944,2005-01-06 00:00:00+00:00,-0.0013932462991678909,0.00031363008064563916,0.00031367926770142773
2005-01-07,2005-01-07T16:30:00+00:00,417932,2005-01-07T17:00:00+00:00,417650,2005-01-07T20:30:00+00:00,417169,2005-01-07T21:00:00+00:00,417517,2005-01-07 00:00:00+00:00,-0.0006749786632706305,0.0008338465486751397,0.000834194295357582
2005-01-10,2005-01-10T16:30:00+00:00,419409,2005-01-10T17:00:00+00:00,419817,2005-01-10T20:30:00+00:00,418663,2005-01-10T21:00:00+00:00,418716,2005-01-10 00:00:00+00:00,0.0009723245756068695,0.00012658545311213475,0.00012659346538868022
2005-01-11,2005-01-11T16:30:00+00:00,421570,2005-01-11T17:00:00+00:00,421088,2005-01-11T20:30:00+00:00,421260,2005-01-11T21:00:00+00:00,421625,2005-01-11 00:00:00+00:00,-0.001143999232351607,0.0008660731246017874,0.0008664482742248847
2005-01-12,2005-01-12T16:30:00+00:00,425439,2005-01-12T17:00:00+00:00,425081,2005-01-12T20:30:00+00:00,424982,2005-01-12T21:00:00+00:00,425331,2005-01-12 00:00:00+00:00,-0.0008418379841570609,0.0008208742418316956,0.0008212112512999692
2005-01-13,2005-01-13T16:30:00+00:00,423989,2005-01-13T17:00:00+00:00,423530,2005-01-13T20:30:00+00:00,424298,2005-01-13T21:00:00+00:00,424138,2005-01-13 00:00:00+00:00,-0.0010831616633406806,-0.00037716457551704037,-0.0003770934578998242
2005-01-14,2005-01-14T16:30:00+00:00,421632,2005-01-14T17:00:00+00:00,421615,2005-01-14T20:30:00+00:00,422091,2005-01-14T21:00:00+00:00,421842,2005-01-14 00:00:00+00:00,-4.0320333193713736e-05,-0.0005900942544618398,-0.0005899201830884548
2005-01-17,2005-01-17T16:30:00+00:00,421988,2005-01-17T17:00:00+00:00,421515,2005-01-17T20:30:00+00:00,421634,2005-01-17T21:00:00+00:00,421208,2005-01-17 00:00:00+00:00,-0.0011215136154298859,-0.0010108657050209558,-0.0010103549523994282
2005-01-18,2005-01-18T16:30:00+00:00,423215,2005-01-18T17:00:00+00:00,423215,2005-01-18T20:30:00+00:00,422707,2005-01-18T21:00:00+00:00,422414,2005-01-18 00:00:00+00:00,0.0,-0.0006933918616134868,-0.0006931515210298889
2005-01-19,2005-01-19T16:30:00+00:00,423662,2005-01-19T17:00:00+00:00,422661,2005-01-19T20:30:00+00:00,421826,2005-01-19T21:00:00+00:00,421938,2005-01-19 00:00:00+00:00,-0.0023655282126956276,0.0002654770780876544,0.0002655123202457421
2005-01-20,2005-01-20T16:30:00+00:00,421442,2005-01-20T17:00:00+00:00,421773,2005-01-20T20:30:00+00:00,421168,2005-01-20T21:00:00+00:00,421253,2005-01-20 00:00:00+00:00,0.0007850904383852067,0.00020179933854552932,0.00020181970140176198
2005-01-21,2005-01-21T16:30:00+00:00,424677,2005-01-21T17:00:00+00:00,425479,2005-01-21T20:30:00+00:00,426789,2005-01-21T21:00:00+00:00,426516,2005-01-21 00:00:00+00:00,0.0018867131159592755,-0.0006398650173488875,-0.0006396603473847184
2005-01-24,2005-01-24T16:30:00+00:00,426562,2005-01-24T17:00:00+00:00,426230,2005-01-24T20:30:00+00:00,426606,2005-01-24T21:00:00+00:00,426645,2005-01-24 00:00:00+00:00,-0.0007786189757240709,9.141507018965349e-05,9.14192486745069e-05
2005-01-25,2005-01-25T16:30:00+00:00,422591,2005-01-25T17:00:00+00:00,421036,2005-01-25T20:30:00+00:00,421091,2005-01-25T21:00:00+00:00,421298,2005-01-25 00:00:00+00:00,-0.0036864675052899424,0.0004914594187873358,0.0004915802047538165
2005-01-26,2005-01-26T16:30:00+00:00,426003,2005-01-26T17:00:00+00:00,426081,2005-01-26T20:30:00+00:00,425971,2005-01-26T21:00:00+00:00,426219,2005-01-26 00:00:00+00:00,0.00018308054186651386,0.0005820298454594133,0.0005821992576959811
2005-01-27,2005-01-27T16:30:00+00:00,424438,2005-01-27T17:00:00+00:00,424364,2005-01-27T20:30:00+00:00,425253,2005-01-27T21:00:00+00:00,425124,2005-01-27 00:00:00+00:00,-0.0001743633973234421,-0.00030339484955383024,-0.00030334882999061286
2005-01-28,2005-01-28T16:30:00+00:00,424622,2005-01-28T17:00:00+00:00,424937,2005-01-28T20:30:00+00:00,425406,2005-01-28T21:00:00+00:00,425664,2005-01-28 00:00:00+00:00,0.0007415612439754117,0.0006062956229293582,0.000606479457271325
2005-01-31,2005-01-31T16:30:00+00:00,420563,2005-01-31T17:00:00+00:00,420169,2005-01-31T20:30:00+00:00,421848,2005-01-31T21:00:00+00:00,421448,2005-01-31 00:00:00+00:00,-0.0009372785354757195,-0.0009486586678899519,-0.0009482088335135419
2005-02-01,2005-02-01T16:30:00+00:00,419299,2005-02-01T17:00:00+00:00,419413,2005-02-01T20:30:00+00:00,419948,2005-02-01T21:00:00+00:00,420309,2005-02-01 00:00:00+00:00,0.0002718454027175437,0.0008592609694685875,0.0008596302399344058
2005-02-02,2005-02-02T16:30:00+00:00,420042,2005-02-02T17:00:00+00:00,420066,2005-02-02T20:30:00+00:00,421055,2005-02-02T21:00:00+00:00,421368,2005-02-02 00:00:00+00:00,5.713551116418262e-05,0.0007430946553048701,0.0007433708185391463
2005-02-03,2005-02-03T16:30:00+00:00,416262,2005-02-03T17:00:00+00:00,415825,2005-02-03T20:30:00+00:00,416328,2005-02-03T21:00:00+00:00,416173,2005-02-03 00:00:00+00:00,-0.001050371031341131,-0.0003723719293815111,-0.0003723026075593827
2005-02-04,2005-02-04T16:30:00+00:00,414338,2005-02-04T17:00:00+00:00,413497,2005-02-04T20:30:00+00:00,413640,2005-02-04T21:00:00+00:00,413809,2005-02-04 00:00:00+00:00,-0.002031806554012935,0.0004084843956544143,0.0004085678367662382
2005-02-07,2005-02-07T16:30:00+00:00,413770,2005-02-07T17:00:00+00:00,411712,2005-02-07T20:30:00+00:00,412928,2005-02-07T21:00:00+00:00,413111,2005-02-07 00:00:00+00:00,-0.004986188103056317,0.0004430783606920808,0.0004431765344079519
2005-02-08,2005-02-08T16:30:00+00:00,413067,2005-02-08T17:00:00+00:00,412276,2005-02-08T20:30:00+00:00,412109,2005-02-08T21:00:00+00:00,411844,2005-02-08 00:00:00+00:00,-0.0019167794291116709,-0.000643240595366879,-0.0006430337604856895
2005-02-09,2005-02-09T16:30:00+00:00,411680,2005-02-09T17:00:00+00:00,411501,2005-02-09T20:30:00+00:00,412328,2005-02-09T21:00:00+00:00,412134,2005-02-09 00:00:00+00:00,-0.0004348982856049117,-0.00047060993370342906,-0.00047049921421782326
2005-02-10,2005-02-10T16:30:00+00:00,416367,2005-02-10T17:00:00+00:00,415450,2005-02-10T20:30:00+00:00,416641,2005-02-10T21:00:00+00:00,417185,2005-02-10 00:00:00+00:00,-0.002204812768858085,0.0013048287704714328,0.0013056804299145242
2005-02-11,2005-02-11T16:30:00+00:00,420569,2005-02-11T17:00:00+00:00,419263,2005-02-11T20:30:00+00:00,419881,2005-02-11T21:00:00+00:00,420137,2005-02-11 00:00:00+00:00,-0.0031101483457337898,0.0006095107674488021,0.0006096965568815893
2005-02-14,2005-02-14T16:30:00+00:00,423548,2005-02-14T17:00:00+00:00,424064,2005-02-14T20:30:00+00:00,425203,2005-02-14T21:00:00+00:00,425221,2005-02-14 00:00:00+00:00,0.0012175383636456938,4.233182507243755e-05,4.233272107678765e-05
2005-02-15,2005-02-15T16:30:00+00:00,424940,2005-02-15T17:00:00+00:00,424192,2005-02-15T20:30:00+00:00,424820,2005-02-15T21:00:00+00:00,424723,2005-02-15 00:00:00+00:00,-0.001761799563504285,-0.00022835807115479124,-0.00022833199943506077
2005-02-16,2005-02-16T16:30:00+00:00,423595,2005-02-16T17:00:00+00:00,423386,2005-02-16T20:30:00+00:00,424614,2005-02-16T21:00:00+00:00,424565,2005-02-16 00:00:00+00:00,-0.0004935175741652094,-0.00011540558599397682,-0.0001153989270255007
2005-02-17,2005-02-17T16:30:00+00:00,426096,2005-02-17T17:00:00+00:00,426476,2005-02-17T20:30:00+00:00,426582,2005-02-17T21:00:00+00:00,426835,2005-02-17 00:00:00+00:00,0.00089142037309061,0.000592910634336292,0.000593086440590529
2005-02-18,2005-02-18T16:30:00+00:00,427172,2005-02-18T17:00:00+00:00,426103,2005-02-18T20:30:00+00:00,425901,2005-02-18T21:00:00+00:00,426035,2005-02-18 00:00:00+00:00,-0.0025056413449037486,0.0003145776234483756,0.0003146271081777563
2005-02-21,2005-02-21T16:30:00+00:00,426752,2005-02-21T17:00:00+00:00,426800,2005-02-21T20:30:00+00:00,426474,2005-02-21T21:00:00+00:00,426585,2005-02-21 00:00:00+00:00,0.00011247117937893991,0.0002602399145344952,0.0002602737798786947
2005-02-22,2005-02-22T16:30:00+00:00,433545,2005-02-22T17:00:00+00:00,433271,2005-02-22T20:30:00+00:00,434423,2005-02-22T21:00:00+00:00,433836,2005-02-22 00:00:00+00:00,-0.0006321987806545391,-0.001352131309741255,-0.0013512175920703529
2005-02-23,2005-02-23T16:30:00+00:00,431967,2005-02-23T17:00:00+00:00,432919,2005-02-23T20:30:00+00:00,433692,2005-02-23T21:00:00+00:00,433606,2005-02-23 00:00:00+00:00,0.002201447091243473,-0.0001983170727520616,-0.00019829740922128192
2005-02-24,2005-02-24T16:30:00+00:00,432866,2005-02-24T17:00:00+00:00,433437,2005-02-24T20:30:00+00:00,433257,2005-02-24T21:00:00+00:00,433409,2005-02-24 00:00:00+00:00,0.0013182456546704652,0.0003507695041885159,0.0003508310310047502
2005-02-25,2005-02-25T16:30:00+00:00,433290,2005-02-25T17:00:00+00:00,433583,2005-02-25T20:30:00+00:00,434432,2005-02-25T21:00:00+00:00,434384,2005-02-25 00:00:00+00:00,0.0006759929335845303,-0.00011049520277902104,-0.00011048909840893906
2005-02-28,2005-02-28T16:30:00+00:00,436294,2005-02-28T17:00:00+00:00,435658,2005-02-28T20:30:00+00:00,434659,2005-02-28T21:00:00+00:00,434935,2005-02-28 00:00:00+00:00,-0.0014587961557254647,0.0006347790101305225,0.0006349805249632468
2005-03-01,2005-03-01T16:30:00+00:00,431666,2005-03-01T17:00:00+00:00,430672,2005-03-01T20:30:00+00:00,432120,2005-03-01T21:00:00+00:00,431931,2005-03-01 00:00:00+00:00,-0.0023053615641051043,-0.0004374741838486449,-0.00043737850597058703
2005-03-02,2005-03-02T16:30:00+00:00,431658,2005-03-02T17:00:00+00:00,431536,2005-03-02T20:30:00+00:00,432344,2005-03-02T21:00:00+00:00,431989,2005-03-02 00:00:00+00:00,-0.00028267110478601793,-0.0008214427077570944,-0.0008211054160576214
2005-03-03,2005-03-03T16:30:00+00:00,429615,2005-03-03T17:00:00+00:00,429306,2005-03-03T20:30:00+00:00,429135,2005-03-03T21:00:00+00:00,429715,2005-03-03 00:00:00+00:00,-0.0007195074129763642,0.0013506435074144964,0.0013515560371444302
2005-03-04,2005-03-04T16:30:00+00:00,432889,2005-03-04T17:00:00+00:00,433140,2005-03-04T20:30:00+00:00,433262,2005-03-04T21:00:00+00:00,433592,2005-03-04 00:00:00+00:00,0.0005796572794400024,0.0007613739244243525,0.0007616638431249267
2005-03-07,2005-03-07T16:30:00+00:00,433894,2005-03-07T17:00:00+00:00,434300,2005-03-07T20:30:00+00:00,433638,2005-03-07T21:00:00+00:00,433213,2005-03-07 00:00:00+00:00,0.0009352749030638275,-0.0009805607516241844,-0.0009800801590266195
2005-03-08,2005-03-08T16:30:00+00:00,438337,2005-03-08T17:00:00+00:00,437702,2005-03-08T20:30:00+00:00,440118,2005-03-08T21:00:00+00:00,439581,2005-03-08 00:00:00+00:00,-0.0014497074016393914,-0.0012208722908658442,-0.0012201273294889514
2005-03-09,2005-03-09T16:30:00+00:00,439712,2005-03-09T17:00:00+00:00,440080,2005-03-09T20:30:00+00:00,440235,2005-03-09T21:00:00+00:00,439767,2005-03-09 00:00:00+00:00,0.0008365614178387019,-0.0010636340465621159,-0.0010630685883675772
2005-03-10,2005-03-10T16:30:00+00:00,440700,2005-03-10T17:00:00+00:00,441301,2005-03-10T20:30:00+00:00,441417,2005-03-10T21:00:00+00:00,441179,2005-03-10 00:00:00+00:00,0.001362810457170526,-0.0005393181155790961,-0.0005391727097053822
2005-03-11,2005-03-11T16:30:00+00:00,445209,2005-03-11T17:00:00+00:00,445168,2005-03-11T20:30:00+00:00,445230,2005-03-11T21:00:00+00:00,445172,2005-03-11 00:00:00+00:00,-9.209582015030075e-05,-0.00013027823406068186,-0.00013026974822005766
2005-03-14,2005-03-14T16:30:00+00:00,440978,2005-03-14T17:00:00+00:00,440107,2005-03-14T20:30:00+00:00,440528,2005-03-14T21:00:00+00:00,440230,2005-03-14 00:00:00+00:00,-0.0019771084145687543,-0.000676689877063631,-0.0006764609741037875
2005-03-15,2005-03-15T16:30:00+00:00,439775,2005-03-15T17:00:00+00:00,439948,2005-03-15T20:30:00+00:00,440097,2005-03-15T21:00:00+00:00,439885,2005-03-15 00:00:00+00:00,0.0003933056251345578,-0.0004818280467134184,-0.0004817119862212671
2005-03-16,2005-03-16T16:30:00+00:00,442021,2005-03-16T17:00:00+00:00,442574,2005-03-16T20:30:00+00:00,442468,2005-03-16T21:00:00+00:00,442793,2005-03-16 00:00:00+00:00,0.0012502898434618949,0.0007342467692604045,0.0007345163944059152
2005-03-17,2005-03-17T16:30:00+00:00,437698,2005-03-17T17:00:00+00:00,437846,2005-03-17T20:30:00+00:00,438106,2005-03-17T21:00:00+00:00,438307,2005-03-17 00:00:00+00:00,0.00033807553112033013,0.0004586878641100049,0.00045879307747442866
2005-03-18,2005-03-18T16:30:00+00:00,438073,2005-03-18T17:00:00+00:00,438259,2005-03-18T20:30:00+00:00,438445,2005-03-18T21:00:00+00:00,438413,2005-03-18 00:00:00+00:00,0.00042449665832827694,-7.298787264124338e-05,-7.298520909126971e-05
2005-03-21,2005-03-21T16:30:00+00:00,430732,2005-03-21T17:00:00+00:00,429379,2005-03-21T20:30:00+00:00,430628,2005-03-21T21:00:00+00:00,430434,2005-03-21 00:00:00+00:00,-0.0031461081558052635,-0.0004506063518830714,-0.00045050484408815095
2005-03-22,2005-03-22T16:30:00+00:00,430769,2005-03-22T17:00:00+00:00,430580,2005-03-22T20:30:00+00:00,426125,2005-03-22T21:00:00+00:00,426571,2005-03-22 00:00:00+00:00,-0.0004388465140918469,0.0010460938967038823,0.0010466412437664108
2005-03-23,2005-03-23T16:30:00+00:00,425635,2005-03-23T17:00:00+00:00,425144,2005-03-23T20:30:00+00:00,423783,2005-03-23T21:00:00+00:00,423813,2005-03-23 00:00:00+00:00,-0.0011542364221770883,7.078844169284727e-05,7.079094725370716e-05
2005-03-24,2005-03-24T16:30:00+00:00,424109,2005-03-24T17:00:00+00:00,423744,2005-03-24T20:30:00+00:00,423691,2005-03-24T21:00:00+00:00,423995,2005-03-24 00:00:00+00:00,-0.000860998363038008,0.0007172467471033197,0.0007175040300595459
2005-03-25,2005-03-25T16:30:00+00:00,424573,2005-03-25T17:00:00+00:00,424764,2005-03-25T20:30:00+00:00,424443,2005-03-25T21:00:00+00:00,425019,2005-03-25 00:00:00+00:00,0.00044976258709974467,0.0013561526902420532,0.0013570726811373834
2005-03-28,2005-03-28T16:30:00+00:00,425429,2005-03-28T17:00:00+00:00,424669,2005-03-28T20:30:00+00:00,425253,2005-03-28T21:00:00+00:00,425019,2005-03-28 00:00:00+00:00,-0.0017880296212432574,-0.0005504121173167848,-0.0005502606683550626
2005-03-29,2005-03-29T16:30:00+00:00,426183,2005-03-29T17:00:00+00:00,425956,2005-03-29T20:30:00+00:00,425530,2005-03-29T21:00:00+00:00,425084,2005-03-29 00:00:00+00:00,-0.0005327769421878996,-0.0010486543623107155,-0.0010481047164712098
